SENTENCE,MAIN,N
진저라떼는 뭔가요?,메뉴문의,29
겨울이어서 생강 종류가 많은 건가요?,메뉴문의,29
카드보다는 현금이 더 나은가요?,일반주문,81
얼마인가요?,일반주문,81
테이크 아웃으로 하면 얼마인가요?,테이크아웃할인문의,109
진저라떼에 꿀이나 설탕 들어가나요?,메뉴문의,29
생강청은 얼마인가요?,가격문의,2
영수증 좀 받을 수 있을가요?,영수증요청,66
콜드브루 있나요?,주문가능여부문의,90
쿠키는 얼마예요?,가격문의,2
아메리카노 따뜻한 거 한 잔 주시겠어요?,일반주문,81
오픈 시간이 언젠가요?,영업시간문의,67
영수증 좀 주실래요?,영수증요청,66
차는 어디에 세울 수 있어요?,주차문의,95
따뜻한 물 한 잔 주시겠어요?,뜨거운차가운물요구,23
텀블러 할인 있나요?,텀블러할인문의,104
콜드브루랑 아메리카노랑 뭐가 달라요?,메뉴문의,29
디카페인은 카페인이 없는 거예요?,메뉴문의,29
디카페인보다 보통 커피가 더 진한가요?,메뉴문의,29
아메리카노에 샷이 몇 개 들어가나요?,에스프레소샷개수문의,62
차는 어디에 세울 수 있어요?,주차문의,95
아메리카노 하나 주시겠어요?,일반주문,81
텀블러 할인 있나요?,텀블러할인문의,104
디저트는 어떻게 만드나요?,메뉴문의,29
타르트에 있는 딸기는 생딸기 인가요?,메뉴문의,29
저쪽에 있는 텀블러는 주문 제작하는 건가요?,MD제품문의,1
로스터리 커피는 뭔가요?,메뉴문의,29
로스터리 커피는 맛이 좋은가요?,메뉴문의,29
아메리카노 한 잔 텀블러에 담아주세요,일반주문,81
아메리카노 한 잔 얼마예요?,가격문의,2
텀블러 할인되나요?,텀블러할인문의,104
샷은 원샷이 들아가나요?,에스프레소샷개수문의,62
영수증 하나 주실래요?,영수증요청,66
아무 데나 앉아도 되죠?,매장이용문의,26
납품도 하나요?,납품문의,14
텀블러 할인은 얼마예요?,텀블러할인문의,104
커피잔도 다 파시는 거예요?,판매여부문의,113
차는 어디에 세워요?,주차문의,95
아보카도는 그 것만 갈아서 주시는 거예요?,메뉴문의,29
아보카도 하나 주세요,일반주문,81
테이크 아웃하면 가격이 더 저렴한가요?,테이크아웃할인문의,109
차는 어디에 세워요?,주차문의,95
십구곡라떼가 신제품인가요?,신메뉴문의,58
십구곡라떼에 정말 19가지 곡물이 들어가요?,메뉴문의,29
커피 말고 차 종류는 뭐가 있나요?,메뉴문의,29
생강차는 설탕이 많이 들어가나요?,메뉴문의,29
녹차라떼는 많이 달아요?,메뉴문의,29
녹차라떼 덜 달게 하나 주시겠어요?,일반주문,81
영수증 하나 주실래요?,영수증요청,66
영수증 하나 주실래요?,영수증요청,66
텀블러 할인 있나요?,텀블러할인문의,104
반반주스 맛있어요?,메뉴문의,29
수제차는 직접 만드신 거예요?,메뉴문의,29
반반주스 하나 주시겠어요?,일반주문,81
영수증 하나 주실래요?,영수증요청,66
와인에이드가 뭐예요?,메뉴문의,29
주스에 망고하고 뭐가 들어가요?,메뉴문의,29
어떤 커피가 잘나가요?,메뉴추천요구,32
하우스 블렌딩은 뭐예요?,메뉴문의,29
약간 산미 나는 걸로 한 잔 주실래요?,일반주문,81
마시고 가면 얼마예요?,일반주문,81
영수증 하나 주실래요?,영수증요청,66
차는 어디에 세울 수 있어요?,주차문의,95
휴지 조금 더 가져갈 수 있을까요?,휴지요구,128
휴지 많이 가져가도 되나요?,휴지요구,128
휴지 더 주실 수 있나요?,휴지요구,128
휴지 좀 더 주실 수 있으세요?,휴지요구,128
휴지 좀 주세요,휴지요구,128
휴지 통으로 부탁합니다,휴지요구,128
휴지 조금만 챙겨주세요,휴지요구,128
휴지 더 챙겨주시면 안될까요?,휴지요구,128
휴지 더 많이 주시면 안돼요?,휴지요구,128
쉬는 날이 언제인지 알 수 있을까요?,휴일문의,127
화장실에 휴지가 다 떨어졌어요,화장실휴지비치문의,126
화장실에 휴지 없는데 좀 주실래요?,화장실휴지비치문의,126
화장실에 휴지가 없어요,화장실휴지비치문의,126
화장실에 휴지가 있나요?,화장실휴지비치문의,126
화장실에 휴지를 가져가야 되나요?,화장실휴지비치문의,126
휴지는 화장실에 있죠?,화장실휴지비치문의,126
화장실 안에 휴지 있습니까?,화장실휴지비치문의,126
화장실 안에 화장지 있죠?,화장실휴지비치문의,126
화장실에 화장지가 비치되어 있어요?,화장실휴지비치문의,126
화장실은 어디 있나요?,화장실이용문의,125
화장실 사용 가능한가요?,화장실이용문의,125
화장실에 키를 가져가야 하나요?,화장실이용문의,125
화장실 이용은 어떻게 합니까?,화장실이용문의,125
화장실 이용 가능한가요?,화장실이용문의,125
화장실은 어떻게 이용합니까?,화장실이용문의,125
화장실 몇 층에 있나요?,화장실이용문의,125
화장실 공용 화장실이에요?,화장실이용문의,125
화장실 쓰려면 비밀번호가 따로 필요한가요?,화장실비밀번호문의,123
화장실 비밀번호 어디 적혀 있나요?,화장실비밀번호문의,123
화장실 비밀번호 좀 알려주세요,화장실비밀번호문의,123
화장실 비밀번호가 뭐에요?,화장실비밀번호문의,123
화장실 가려면 비밀번호를 알아야 하나요?,화장실비밀번호문의,123
화장실 비밀번호가 뭐죠?,화장실비밀번호문의,123
화장실에 비밀번호가 있어요?,화장실비밀번호문의,123
화장실 패스워드는 뭔가요?,화장실비밀번호문의,123
현금영수증 해 주시겠어요?,현금영수증요청,122
현금영수증 사업자로 해 주세요,현금영수증요청,122
현금영수증 번호 불러 드릴게요,현금영수증요청,122
현금영수증 해주실 수 있나요?,현금영수증요청,122
현금영수증도 같이 주세요,현금영수증요청,122
현금영수증 부탁드릴게요,현금영수증요청,122
현금영수증도 부탁합니다,현금영수증요청,122
현금영수증 발급 해주세요,현금영수증요청,122
현금영수증 지금 가능한가요?,현금영수증문의,121
현금영수증 되죠?,현금영수증문의,121
현금영수증 사업자로 할 수 있죠?,현금영수증문의,121
현금영수증 해주시겠어요?,현금영수증문의,121
현금영수증도 가능하죠?,현금영수증문의,121
현금영수증도 같이 해주세요,현금영수증문의,121
현금영수증 되는거죠?,현금영수증문의,121
현금영수증 발급 가능하죠?,현금영수증문의,121
현금영수증 사업자로 가능하죠?,현금영수증문의,121
현금영수증 사업자로 해 주세요,현금영수증,120
어제 결제한 거 현금영수증 가능해요?,현금영수증,120
현금영수증 안 되나요?,현금영수증,120
현금영수증도 해주세요,현금영수증,120
현금영수증 할 수 있죠?,현금영수증,120
현금영수증도 주실 수 있나요?,현금영수증,120
현금영수증 부탁하겠습니다,현금영수증,120
현금영수증 가능할까요?,현금영수증,120
현금영수증 사업자로 할게요,현금영수증,120
핸드폰 충전 가능합니까?,핸드폰충전요청,119
핸드폰 배터리 충전 가능할까요?,핸드폰충전요청,119
여기 핸드폰 충전할 수 있나요?,핸드폰충전요청,119
혹시 핸드폰 충전기 있어요?,핸드폰충전요청,119
핸드폰 충전 맡길 수 있을까요?,핸드폰충전요청,119
핸드폰 충전기 있으신가요?,핸드폰충전요청,119
휴대전화기 충전 좀 하고 싶은데 가능합니까?,핸드폰충전요청,119
적립은 번호로 해도 되나요?,핸드폰번호이용적립,118
적립 카드를 안 가지고 왔는데 번호로 해 주실 수 있나요?,핸드폰번호이용적립,118
번호로 적립할 수 있어요?,핸드폰번호이용적립,118
핸드폰 번호로 적립할 수 있나요?,핸드폰번호이용적립,118
핸드폰 번호로 적립해주세요,핸드폰번호이용적립,118
번호로 적립할 수 있죠?,핸드폰번호이용적립,118
핸드폰 번호로 적립 가능합니까?,핸드폰번호이용적립,118
폰 번호로 적립 가능해요?,핸드폰번호이용적립,118
적립은 핸프폰 번호로 하면 되나요?,핸드폰번호이용적립,118
음료는 어디서 받아야 돼요?,픽업문의,115
진동벨로 알려주시는 거죠?,픽업문의,115
가져가는 곳이 따로 있는 건가요? ,픽업문의,115
주문한 음식은 어디서 받아요? ,픽업문의,115
음료 어디서 받아가는 거예요?,픽업문의,115
음식 받는 건 진동벨로 알려주나요? ,픽업문의,115
음료는 가지러 오면 되나요?,픽업문의,115
주문한 음료는 어디서 받아가요?,픽업문의,115
주문 번호를 불러주시나요?,픽업문의,115
포인트 충전도 할게요,포인트충전,114
포인트 충전해주시겠어요?,포인트충전,114
포인트 충전할 수 있죠?	,포인트충전,114
포인트 충전해주실래요?,포인트충전,114
이 다이어리는 파는 건가요?,판매여부문의,113
원두도 파시는 거예요?,판매여부문의,113
텀블러는 파는 건가요?,판매여부문의,113
혹시 티백도 판매하시나요?,판매여부문의,113
담요도 판매하시는 건가요?,판매여부문의,113
원두도 살 수 있나요?,판매여부문의,113
전시된 상품도 판매하시나요?,판매여부문의,113
앞에 있는 텀블러도 판매 하는 건가요?,판매여부문의,113
원두만 따로 구매 가능합니까?,판매여부문의,113
위에 휘핑크림 빼주시겠어요?,특정재료추가요구,112
시나몬 가루 뺄 수 있어요? ,특정재료추가요구,112
민트 시럽 넣어주실 수 있죠? ,특정재료추가요구,112
타피오카펄 더 넣어주시면 안 돼요?,특정재료추가요구,112
위에 휘핑크림 안 올릴 수 있죠?,특정재료추가요구,112
생크림은 빼주실 수 있어요?,특정재료추가요구,112
시나몬 가루 올려주실 수 있나요?,특정재료추가요구,112
견과류는 빼주세요,특정재료추가요구,112
견과류는 빼주실래요?,특정재료추가요구,112
다른 원두는 없어요?,특정원두요구,110
고소한 원두가 따로 있나요?,특정원두요구,110
기존 원두 말고 다른 걸로 선택 가능하죠?,특정원두요구,110
신 맛이 없는 원두로 가능할까요?,특정원두요구,110
브라질 원두로 변경할 수 있나요?,특정원두요구,110
많이 쓴 원두로 해주실 수 있나요?,특정원두요구,110
테이크아웃하면 더 비싼가요?,테이크아웃용기추가금액문의,108
테이크아웃하면 추가 금액이 얼마입니까?,테이크아웃용기추가금액문의,108
나가서 먹을건데 추가 금액이 있나요?,테이크아웃용기추가금액문의,108
테이크아웃은 추가 금액이 있나요?,테이크아웃용기추가금액문의,108
테이크아웃 컵이 하나 더 필요한데 금액이 추가되나요?,테이크아웃용기추가금액문의,108
테이크아웃 용기를 사용하면 금액을 더 내야되나요?,테이크아웃용기추가금액문의,108
테이크아웃 하면 돈 추가돼요?,테이크아웃용기추가금액문의,108
캐리어에 닮으려면 금액이 추가돼요?,테이크아웃용기추가금액문의,108
테이크아웃 용기로 부탁해요,테이크아웃용기요청,107
테이크아웃하게 1회용 용기로 부탁드립니다,테이크아웃용기요청,107
가지고 나갈거라 용기에 담아주세요,테이크아웃용기요청,107
테이크아웃 컵을 하나 더 주실 수 있나요?,테이크아웃용기요청,107
테이크아웃 컵에 주실 수 있나요?,테이크아웃용기요청,107
잠깐만 있다가 나갈건데 테이크아웃 용기에 주시면 안될까요?,테이크아웃용기요청,107
가지고 나가려는데 테이크아웃 용기로 부탁합니다,테이크아웃용기요청,107
테이크아웃 할 건데 캐리어도 부탁합니다,테이크아웃용기요청,107
사서 가지고 나갈건데 용기에 담아주세요,테이크아웃용기요청,107
테이크아웃 하겠습니다,테이크아웃요구,106
사서 가져나갈게요,테이크아웃요구,106
가면서 먹을 거에요,테이크아웃요구,106
테이크아웃 해주세요,테이크아웃요구,106
테이크아웃 해주시겠어요?,테이크아웃요구,106
가져갈 거에요,테이크아웃요구,106
가지고 나갈 겁니다,테이크아웃요구,106
테이크아웃 부탁합니다,테이크아웃요구,106
가면서 먹을 거라 테이크아웃 해주세요,테이크아웃요구,106
쿠폰 찍어줘요?,쿠폰문의,102
쿠폰은 따로 없나요?,쿠폰문의,102
쿠폰 있어요?,쿠폰문의,102
쿠폰 있죠?,쿠폰문의,102
쿠폰 만들 수 있나요? ,쿠폰문의,102
쿠폰 몇 개 모아야 음료가 무료에요?,쿠폰문의,102
쿠폰 하나 더 만들 수 있나요?,쿠폰문의,102
쿠폰을 다 모았는데 사용할 수 있나요?,쿠폰문의,102
쿠폰은 언제까지 사용할 수 있나요?,쿠폰문의,102
노트북 쓰려고 하는데 콘센트 있는 자리가 어디예요?,콘센트자리문의,100
자리에 있는 콘센트가 안 되는데 확인해 주실래요?,콘센트자리문의,100
콘센트 있는 자리 하나밖에 없어요?,콘센트자리문의,100
콘센트 있는 자리가 어디에요?,콘센트자리문의,100
혹시 콘센트 있는 자리가 있나요?,콘센트자리문의,100
콘센트 자리는 2층에만 있나요?,콘센트자리문의,100
전기 꽂을 수 있는 자리 어디에 있어요?,콘센트자리문의,100
콘센트 전용 자리가 있어요?,콘센트자리문의,100
컵 하나만 주세요,컵요구,99
컵 따로 주실 수 없어요?,컵요구,99
덜어 마시게 컵 좀 주세요,컵요구,99
물컵도 같이 주시겠어요?,컵요구,99
컵도 하나 주실 수 있나요?,컵요구,99
운전해야 해서 그러는데 캐리어에 넣어주시겠어요?,캐리어요구,98
캐리어도 같이 주세요,캐리어요구,98
캐리어에 담아주실래요?,캐리어요구,98
캐리어에 넣어주시는 거죠?,캐리어요구,98
캐리어에 담아서 주세요,캐리어요구,98
캐리어에 넣어 주시겠어요?,캐리어요구,98
캐리어에 넣어주세요,캐리어요구,98
캐리어도 주시겠어요?,캐리어요구,98
캐리어에 넣어 주시면 안 될까요?,캐리어요구,98
그 카드로 결제가 안 되나요?,카드결제(카드오류상황),97
카드가 부러졌나요?,카드결제(카드오류상황),97
카드가 계속 안 되던데 한 번 확인해 주실래요?,카드결제(카드오류상황),97
결제가 잘 안되나요?,카드결제(카드오류상황),97
결제가 왜 안되나요?,카드결제(카드오류상황),97
카드에 문제가 있나요?,카드결제(카드오류상황),97
카드 결제 안 되는 건가요?,카드결제(카드오류상황),97
카드 결제 안 되면 현금으로 지급해야 합니까?,카드결제(카드오류상황),97
카드 결제 언제부터 됩니까?,카드결제(카드오류상황),97
혹시 체인점인가요?,체인점문의,96
이 동네에는 점포가 여기 뿐인가요?,체인점문의,96
체인점이 맞나요?,체인점문의,96
체인점 내고 싶은데 가능한가요?,체인점문의,96
체인점 상호는 어떻게 됩니까?,체인점문의,96
가맹점도 모집하고 있습니까?,체인점문의,96
다른 곳도 체인점으로 점포 운영하고 있나요?,체인점문의,96
주차했는데 주차권 주실래요?,주차권주차도장요구,94
주차권 어디서 받을 수 있어요?,주차권주차도장요구,94
주차 도장 좀 찍어 주실래요?,주차권주차도장요구,94
주차권 주시나요?,주차권주차도장요구,94
주차권 주시겠어요?,주차권주차도장요구,94
주차권 주시죠?,주차권주차도장요구,94
근처에 공원 같은 곳이 있나요?,주변시설,93
근처 상가 구역은 어디로 가야 하나요?,주변시설,93
근처에 밥 먹을 수 있는 곳이 있나요?,주변시설,93
가장 가까운 지하철역이 뭐에요?,주변시설,93
혹시 근처에 편의점 있나요?,주변시설,93
주변에 버스 정류장이 있을까요?,주변시설,93
주문 취소할 수 있어요?,주문취소,92
주문 취소할게요,주문취소,92
케이크 주문 하나 취소할게요,주문취소,92
아메리카노 한 잔은 취소해주세요,주문취소,92
급한 일이 생겨서 주문 취소해주세요,주문취소,92
혹시 주문 취소할 수 있을까요?,주문취소,92
지금 주문 안 들어갔으면 취소하겠습니다,주문취소,92
방금 주문한 거 취소 가능할까요?,주문취소,92
주문했던 거 취소 부탁합니다,주문취소,92
지금도 빙수 주문 가능한가요?,주문가능여부,89
과일 음료 주문할 수 있어요?,주문가능여부,89
지금 주문할 수 있어요?,주문가능여부,89
티도 아이스로 주문할 수 있나요?,주문가능여부,89
에스프레소도 주문 가능한가요?,주문가능여부,89
조금만 갈아서 주세요,제조방법,86
자바칩 갈지 말고 통으로 넣어 주세요,제조방법,86
생크림 올리지 말아 주세요,제조방법,86
자몽스무디는 자몽을 갈아서 넣어주시나요?,제조방법,86
플레인스무디에는 진짜 요거트가 들어가나요?,제조방법,86
레몬티는 티백으로 제조 하나요?,제조방법,86
에이드는 어떻게 제조하나요?,제조방법,86
키위 주스는 키위액 넣으면서 제조하나요?,제조방법,86
딸기 주스에 생딸기가 들어가나요? ,재료문의,85
블루베리 주스는 냉동 블루베리가 들어가는 건가요?,재료문의,85
바닐라라테에 시나몬 가루 들어가요? ,재료문의,85
민트초코칩 프라푸치노에 민트 시럽도 들어가는 거죠?,재료문의,85
그린티 프라푸치노 위에 휘핑크림 올라가요?,재료문의,85
생과일 주스는 냉동 과일을 사용하나요?,재료문의,85
요거트스무디는 파우더로 만드나요?,재료문의,85
오레오 음료에는 진짜 오레오 과자가 들어가나요?,재료문의,85
일회용 포크 좀 주실래요?,일회용포크나이프요구,83
일회용 나이프 좀 주실래요?,일회용포크나이프요구,83
일회용 포크랑 나이프 주세요,일회용포크나이프요구,83
포크도 같이 포장해주실 수 있나요?,일회용포크나이프요구,83
나이프도 넣어주세요,일회용포크나이프요구,83
포크는 4개 넣어주세요,일회용포크나이프요구,83
일회용 나이프 2개 부탁합니다,일회용포크나이프요구,83
일회용 포크 3개 부탁해요,일회용포크나이프요구,83
나이프랑 포크 일회용으로 부탁드립니다,일회용포크나이프요구,83
일회용 컵 또 받을 수 있어요?,일회용컵요구,82
일회용 컵 살 수 있나요?,일회용컵요구,82
일회용 컵 하나만 주실래요?,일회용컵요구,82
일회용 컵 하나 더 주실 수 있나요?,일회용컵요구,82
일회용 컵 좀 주시겠어요?,일회용컵요구,82
일회용 컵을 몇 개 더 주면 안될까요?,일회용컵요구,82
일회용 컵 부탁합니다,일회용컵요구,82
일회용 컵 좀 부탁하겠습니다,일회용컵요구,82
욀회용 컵 5개만 주세요,일회용컵요구,82
아이스아메리카노 한 잔 주세요,일반주문,81
초코케이크 하나 주세요,일반주문,81
스무디 한 잔 주실래요?,일반주문,81
아이스 라테 한 잔 주세요,일반주문,81
치아바타 하나 주세요,일반주문,81
마카롱 다섯 개 주세요,일반주문,81
에스프레소 한 잔 주세요,일반주문,81
치즈케이크 하나 주문할게요,일반주문,81
인테넷에서 구매할 수 있어요?,인터넷판매문의,80
온라인상에서 구매할 수 있습니까?,인터넷판매문의,80
온라인으로 판매하세요?,인터넷판매문의,80
홈페이지에서 구입할 수 있나요?,인터넷판매문의,80
혹시 홈페이지에서 살 수 있을까요?,인터넷판매문의,80
인터넷에서도 판매하고 있어요?,인터넷판매문의,80
인터넷에서 원두 구매 가능합니까?,인터넷판매문의,80
인터넷 판매는 택배로 배송해 주시나요?,인터넷판매문의,80
여기서 제일 잘 나가는 메뉴가 뭐에요?,인기메뉴문의,79
어떤 메뉴가 제일 잘 나가요?,인기메뉴문의,79
인기 많은 메뉴가 뭡니까?,인기메뉴문의,79
가장 인기있는 음료가 뭐에요?,인기메뉴문의,79
제일 잘 나가는 샌드위치가 뭐죠?,인기메뉴문의,79
제일 인기 있는 메뉴가 뭡니까?,인기메뉴문의,79
커피 중에서는 어떤 게 제일 잘 나갑니까?,인기메뉴문의,79
지금도 아메리카노 할인 이벤트 하고 있나요?,이벤트문의,78
전에 하던 텀블러 이벤트 끝났나요?,이벤트문의,78
세트 할인 이벤트 끝났나요?,이벤트문의,78
텀블러 할인 이벤트 아직도 하나요?,이벤트문의,78
샌드위치 원 플러스 원 이벤트 끝났나요?,이벤트문의,78
아메리카노 테이크아웃 할인 이벤트는 언제까지에요?,이벤트문의,78
지금 진행하고 있는 이벤트는 뭐가있습니까?,이벤트문의,78
따뜻한 걸로 주문했는데 차가운 걸로 나왔습니다,음식이주문과다른경우,77
당근 케이크를 주문했는데 쇼콜라 케이크로 나왔는데요? ,음식이주문과다른경우,77
딸기 말고 초코로 주문했는데 확인해 주실래요?,음식이주문과다른경우,77
치아바타를 주문했는데 베이글이 나왔어요,음식이주문과다른경우,77
아이스로 주문했는데 잘 못 나왔어요,음식이주문과다른경우,77
아메리카노를 주문했는데 라떼가 나왔네요,음식이주문과다른경우,77
커피 주문한 거 말고 다른 게 나왔습니다 ,음식이주문과다른경우,77
음료가 잘못 나왔습니다,음식이주문과다른경우,77
치즈 케이크를 시켰는데 초코케이크가 잘못 나왔습니다,음식이주문과다른경우,77
음료에서 이상한 게 씹힙니다,음식에이물질이있는경우,76
주문한 빵에서 이물질이 나왔습니다,음식에이물질이있는경우,76
주문한 음료에서 이물질이 나왔습니다,음식에이물질이있는경우,76
빵에 머리카락이 들어가 있어요,음식에이물질이있는경우,76
음료에 날파리가 들어간 것 같은데요,음식에이물질이있는경우,76
빵에 이상한 게 있는거 같아요,음식에이물질이있는경우,76
음료에 머리카락이 들어있는데 확인 부탁합니다,음식에이물질이있는경우,76
음료에 벌레가 들어가 있습니다,음식에이물질이있는경우,76
음료에 이상한 철 수세미 같은 게 들어있습니다,음식에이물질이있는경우,76
레몬차 너무 뜨겁지 않게 한 잔 주시겠어요?,음료온도요구,75
카푸치노도 차갑게 할 수 있나요?,음료온도문의,74
카페모카는 따뜻하게만 되나요?,음료온도문의,74
스무디는 차가운 음료인가요?,음료온도문의,74
음료 온도는 어느 정도입니까?,음료온도문의,74
음료 온도를 좀 더 차갑게 가능할까요?,음료온도문의,74
스무디를 따뜻한 온도로 데워주실 수 있어요?,음료온도문의,74
홍자는 차갑게도 가능한가요?,음료온도문의,74
고구마 라떼는 뜨겁게 나오는 음료 인가요?,음료온도문의,74
아메리카노 좀 더 뜨겁게 해 주실 수 있나요?,음료온도문의,74
원두 브라질산입니까?,원두원산지문의,72
원두 어디 거로 사오세요?,원두원산지문의,72
에티오피아산 원두입니까?,원두원산지문의,72
아메리카노 원두는 어디 거죠?,원두원산지문의,72
원두 어디 거 쓰시나요?,원두원산지문의,72
원두 원산지는 남미 쪽 인가요?,원두원산지문의,72
원두 원산지는 어디 거에요?,원두원산지문의,72
여기에 휘핑크림 더 뿌릴 수 있어요?,옵션추가문의,68
크림 추가 가능한가요?,옵션추가문의,68
휘핑크림 옵션 추가돼요?,옵션추가문의,68
초코 시럽 뿌려주실 수 있나요?,옵션추가문의,68
휘핑크림 추가할 수 있나요?,옵션추가문의,68
혹시 견과류를 더 올려주실 수 있나요?,옵션추가문의,68
죠리퐁 더 얹어주실 수 있어요?,옵션추가문의,68
옵션 추가는 어떤 게 가능합니까?,옵션추가문의,68
팥이 더 먹고 싶은데 옵션으로 추가해야 합니까?,옵션추가문의,68
주말 영업 시간이 어떻게 돼요?,영업시간문의,67
공휴일은 영업 시간이 다른가요?,영업시간문의,67
몇 시부터 몇 시까지 하세요?,영업시간문의,67
언제까지 영업하나요?,영업시간문의,67
몇 시에 오픈하나요?,영업시간문의,67
영업 시간은 매일 같은가요?,영업시간문의,67
몇 시부터 몇 시까지 영업하시나요?,영업시간문의,67
영업시간은 보통 언제까지입니까?,영업시간문의,67
영수증 필요없어요,영수증버리기,65
영수증은 버려 주실래요?,영수증버리기,65
영수증 안 주셔도 돼요,영수증버리기,65
영수증은 괜찮아요,영수증버리기,65
영수증 버려주세요,영수증버리기,65
죄송하지만 영수증 좀 버려주시겠어요?,영수증버리기,65
영수증은 괜찮습니다,영수증버리기,65
영수증은 좀 버려주세요,영수증버리기,65
영수증 주시겠어요?,영수증문의,64
영수증도 챙겨주세요,영수증문의,64
영수증 같이 주세요,영수증문의,64
영수증 주실 수 있나요?,영수증문의,64
영수증 챙겨주세요,영수증문의,64
영수증 발행도 가능합니까?,영수증문의,64
영수증 뽑아주실 수 있으세요?,영수증문의,64
영수증은 음료 나올때 같이 주시겠어요?,영수증문의,64
영수증 챙겨주시는 거죠? ,영수증문의,64
샷 두 개만 넣어 주세요,에스프레소샷개수요구,63
샷 다 넣지 말아 주세요,에스프레소샷개수요구,63
샷은 하나만 넣어 주세요,에스프레소샷개수요구,63
아메리카노에 샷 하나 추가 해주세요,에스프레소샷개수요구,63
아메리카노에 샷 하나만 넣어주세요,에스프레소샷개수요구,63
카페라떼에 샷 추가 해주시겠어요?,에스프레소샷개수요구,63
강아지 출입 가능한가요?,애완견출입문의,59
테이크아웃할 건데 강아지 잠시 데리고 와도 되죠?,애완견출입문의,59
외부 자리에서는 강아지 데리고 있어도 돼요?,애완견출입문의,59
강아지 데리고 들어가도 되나요?,애완견출입문의,59
혹시 애완견 출입이 가능한가요?,애완견출입문의,59
애완견을 데리고 들어갈 수 있나요?,애완견출입문의,59
반려견 동반 가능한 카페인가요?,애완견출입문의,59
강아지랑 같이 커피 마실 수 있어요?,애완견출입문의,59
강아지 출입 가능한 카페인가요?,애완견출입문의,59
신메뉴는 언제까지 파는 거예요?,신메뉴문의,58
신메뉴는 계절음료인가요?,신메뉴문의,58
전에 나왔던 신메뉴는 단종됐나요?,신메뉴문의,58
신메뉴가 뭐에요?,신메뉴문의,58
쟁반은 어디에 반납해요?,식기류쟁반반납,57
다 마신 머그잔은 어디에 놔두면 돼요?,식기류쟁반반납,57
빈 그릇이랑 머그잔 놔두고 가면 되는 건가요?,식기류쟁반반납,57
컵이랑 쟁반 카운터에 갖다주면 되죠?,식기류쟁반반납,57
먹고 나서 빈 그릇이랑 컵 카운터에 반납해야 하는 거에요?,식기류쟁반반납,57
빵 잘라 먹고 싶은데 나이프 있어요?,식기류요구,56
그릇 좀 주실래요?,식기류요구,56
덜어 먹고 싶은데 그릇 없어요?,식기류요구,56
포크 2개만 더 주시겠어요?,식기류요구,56
혹시 접시 하나 더 주실 수 있나요?,식기류요구,56
빵 먹어봐도 되는 거예요?,시식요청,55
시식이 다 떨어졌는데 채워 주실래요?,시식요청,55
빵 시식할 수 있죠?,시식요청,55
빵 시식 할 수 있나요?,시식요청,55
크로와상도 시식할 수 있을까요?,시식요청,55
식빵도 시식 해볼 수 있어요?,시식요청,55
시럽 약간만 넣어 주세요,시럽요구,53
시럽 조금만 더 넣어 주세요,시럽요구,53
시럽 한 스푼만 넣어주세요,시럽요구,53
시럽 넣어주실 수 있나요?,시럽요구,53
시럽 넣어주시겠어요?,시럽요구,53
시럽 추가 해주세요,시럽요구,53
시럽 더 많이 넣어주세요,시럽요구,53
시럽 좀 가득 넣어주세요,시럽요구,53
시럽 주세요,시럽요구,53
시럽은 제가 넣어야 하나요?,시럽,51
시럽은 어디서 넣어요?,시럽,51
시럽은 직접 넣는 건가요?,시럽,51
시럽은 넣어주시나요?,시럽,51
시럽은 어디에 있죠?,시럽,51
시럽은 직접 넣으면 되나요?,시럽,51
시럽은 셀프로 넣는건가요?,시럽,51
시럽은 어디서 넣으면 되죠?,시럽,51
시럽이 따로 있습니까?,시럽,51
자리로 가져다 주실래요?,서빙요구,50
자리에 앉으면 가져다 주시나요?,서빙요구,50
제 자리에 가져다 주세요,서빙요구,50
다 되면 가져다 주세요,서빙요구,50
자리로 가져다 주세요,서빙요구,50
서빙 부탁드려요,서빙요구,50
괜찮으시면 갖다 주실 수 있으세요?,서빙요구,50
가져다주실 수 있습니까?,서빙요구,50
자리로 가져다주세요,서빙요구,50
토핑 추가하면 추가 요금 있어요?,샷토핑추가시추가금액문의,49
토핑 추가하려는데 추가 요금 있나요?,샷토핑추가시추가금액문의,49
샷 추가하면 돈 얼마나 더 내야 해요?,샷토핑추가시추가금액문의,49
휘핑크림을 추가하려면 추가금액을 내야 하나요?,샷토핑추가시추가금액문의,49
토핑은 추가 요금이 있나요?,샷토핑추가시추가금액문의,49
토핑마다 추가 요금이 다른가요?,샷토핑추가시추가금액문의,49
크림 추가는 얼마에요?,샷토핑추가시추가금액문의,49
샷이나 토핑 추가하면 추가금액 있어요?,샷토핑추가시추가금액문의,49
토핑이나 샷 추가하려는데 추가금액 있어요?,샷토핑추가시추가금액문의,49
블루베리 머핀 있어요? ,빵종류문의,46
초코칩 스콘 있나요? ,빵종류문의,46
앙버터도 팔아요?,빵종류문의,46
소시지 들어간 빵이 있을까요?,빵종류문의,46
치즈 머핀 있죠?,빵종류문의,46
사라다 빵 판매해요? ,빵종류문의,46
빵 종류가 어떻게 되죠?,빵종류문의,46
샌드위치 판매하나요?,빵종류문의,46
빵 종류는 진열된 게 전부인가요?,빵종류문의,46
분할 결제 가능한가요?,분할결제,44
음료랑 빵이랑 따로 결제할게요,분할결제,44
음료랑 텀블러랑 따로 결제할게요,분할결제,44
